height_map envu: number_of_rows = 40, number_of_columns = 40
my_vehicle->iID = 508
P.y = 17.874893, Pt.y = 0.000000, Q.y = 17.874893, Qt.y = 0.000000, R.y = 17.874893, Rt.y = 0.000000, S.y = 17.874893, St.y = 0.000000
P.y = 17.850935, Pt.y = 0.000000, Q.y = 17.850935, Qt.y = 0.000000, R.y = 17.850935, Rt.y = 0.000000, S.y = 17.850935, St.y = 0.000000
P.y = 17.826841, Pt.y = 0.000000, Q.y = 17.826841, Qt.y = 0.000000, R.y = 17.826841, Rt.y = 0.000000, S.y = 17.826841, St.y = 0.000000
P.y = 17.802614, Pt.y = 0.000000, Q.y = 17.802614, Qt.y = 0.000000, R.y = 17.802614, Rt.y = 0.000000, S.y = 17.802614, St.y = 0.000000
P.y = 17.778254, Pt.y = 0.000000, Q.y = 17.778254, Qt.y = 0.000000, R.y = 17.778254, Rt.y = 0.000000, S.y = 17.778254, St.y = 0.000000
P.y = 17.753757, Pt.y = 0.000000, Q.y = 17.753757, Qt.y = 0.000000, R.y = 17.753757, Rt.y = 0.000000, S.y = 17.753757, St.y = 0.000000
P.y = 17.729128, Pt.y = 0.000000, Q.y = 17.729128, Qt.y = 0.000000, R.y = 17.729128, Rt.y = 0.000000, S.y = 17.729128, St.y = 0.000000
P.y = 17.704363, Pt.y = 0.000000, Q.y = 17.704363, Qt.y = 0.000000, R.y = 17.704363, Rt.y = 0.000000, S.y = 17.704363, St.y = 0.000000
P.y = 17.679464, Pt.y = 0.000000, Q.y = 17.679464, Qt.y = 0.000000, R.y = 17.679464, Rt.y = 0.000000, S.y = 17.679464, St.y = 0.000000
P.y = 17.654432, Pt.y = 0.000000, Q.y = 17.654432, Qt.y = 0.000000, R.y = 17.654432, Rt.y = 0.000000, S.y = 17.654432, St.y = 0.000000
P.y = 17.629265, Pt.y = 0.000000, Q.y = 17.629265, Qt.y = 0.000000, R.y = 17.629265, Rt.y = 0.000000, S.y = 17.629265, St.y = 0.000000
P.y = 17.603964, Pt.y = 0.000000, Q.y = 17.603964, Qt.y = 0.000000, R.y = 17.603964, Rt.y = 0.000000, S.y = 17.603964, St.y = 0.000000
P.y = 17.578527, Pt.y = 0.000000, Q.y = 17.578527, Qt.y = 0.000000, R.y = 17.578527, Rt.y = 0.000000, S.y = 17.578527, St.y = 0.000000
P.y = 17.552958, Pt.y = 0.000000, Q.y = 17.552958, Qt.y = 0.000000, R.y = 17.552958, Rt.y = 0.000000, S.y = 17.552958, St.y = 0.000000
P.y = 17.527252, Pt.y = 0.000000, Q.y = 17.527252, Qt.y = 0.000000, R.y = 17.527252, Rt.y = 0.000000, S.y = 17.527252, St.y = 0.000000
P.y = 17.501413, Pt.y = 0.000000, Q.y = 17.501413, Qt.y = 0.000000, R.y = 17.501413, Rt.y = 0.000000, S.y = 17.501413, St.y = 0.000000
P.y = 17.475441, Pt.y = 0.000000, Q.y = 17.475441, Qt.y = 0.000000, R.y = 17.475441, Rt.y = 0.000000, S.y = 17.475441, St.y = 0.000000
P.y = 17.449333, Pt.y = 0.000000, Q.y = 17.449333, Qt.y = 0.000000, R.y = 17.449333, Rt.y = 0.000000, S.y = 17.449333, St.y = 0.000000
P.y = 17.423092, Pt.y = 0.000000, Q.y = 17.423092, Qt.y = 0.000000, R.y = 17.423092, Rt.y = 0.000000, S.y = 17.423092, St.y = 0.000000
P.y = 17.396715, Pt.y = 0.000000, Q.y = 17.396715, Qt.y = 0.000000, R.y = 17.396715, Rt.y = 0.000000, S.y = 17.396715, St.y = 0.000000
P.y = 17.370205, Pt.y = 0.000000, Q.y = 17.370205, Qt.y = 0.000000, R.y = 17.370205, Rt.y = 0.000000, S.y = 17.370205, St.y = 0.000000
P.y = 17.343561, Pt.y = 0.000000, Q.y = 17.343561, Qt.y = 0.000000, R.y = 17.343561, Rt.y = 0.000000, S.y = 17.343561, St.y = 0.000000
P.y = 17.316782, Pt.y = 0.000000, Q.y = 17.316782, Qt.y = 0.000000, R.y = 17.316782, Rt.y = 0.000000, S.y = 17.316782, St.y = 0.000000
P.y = 17.289869, Pt.y = 0.000000, Q.y = 17.289869, Qt.y = 0.000000, R.y = 17.289869, Rt.y = 0.000000, S.y = 17.289869, St.y = 0.000000
P.y = 17.262821, Pt.y = 0.000000, Q.y = 17.262821, Qt.y = 0.000000, R.y = 17.262821, Rt.y = 0.000000, S.y = 17.262821, St.y = 0.000000
P.y = 17.235640, Pt.y = 0.000000, Q.y = 17.235640, Qt.y = 0.000000, R.y = 17.235640, Rt.y = 0.000000, S.y = 17.235640, St.y = 0.000000
P.y = 17.208324, Pt.y = 0.000000, Q.y = 17.208324, Qt.y = 0.000000, R.y = 17.208324, Rt.y = 0.000000, S.y = 17.208324, St.y = 0.000000
P.y = 17.180874, Pt.y = 0.000000, Q.y = 17.180874, Qt.y = 0.000000, R.y = 17.180874, Rt.y = 0.000000, S.y = 17.180874, St.y = 0.000000
P.y = 17.153290, Pt.y = 0.000000, Q.y = 17.153290, Qt.y = 0.000000, R.y = 17.153290, Rt.y = 0.000000, S.y = 17.153290, St.y = 0.000000
P.y = 17.125570, Pt.y = 0.000000, Q.y = 17.125570, Qt.y = 0.000000, R.y = 17.125570, Rt.y = 0.000000, S.y = 17.125570, St.y = 0.000000
P.y = 17.097717, Pt.y = 0.000000, Q.y = 17.097717, Qt.y = 0.000000, R.y = 17.097717, Rt.y = 0.000000, S.y = 17.097717, St.y = 0.000000
P.y = 17.069729, Pt.y = 0.000000, Q.y = 17.069729, Qt.y = 0.000000, R.y = 17.069729, Rt.y = 0.000000, S.y = 17.069729, St.y = 0.000000
P.y = 17.041607, Pt.y = 0.000000, Q.y = 17.041607, Qt.y = 0.000000, R.y = 17.041607, Rt.y = 0.000000, S.y = 17.041607, St.y = 0.000000
P.y = 17.013351, Pt.y = 0.000000, Q.y = 17.013351, Qt.y = 0.000000, R.y = 17.013351, Rt.y = 0.000000, S.y = 17.013351, St.y = 0.000000
P.y = 16.984961, Pt.y = 0.000000, Q.y = 16.984961, Qt.y = 0.000000, R.y = 16.984961, Rt.y = 0.000000, S.y = 16.984961, St.y = 0.000000
P.y = 16.956436, Pt.y = 0.000000, Q.y = 16.956436, Qt.y = 0.000000, R.y = 16.956436, Rt.y = 0.000000, S.y = 16.956436, St.y = 0.000000
P.y = 16.927776, Pt.y = 0.000000, Q.y = 16.927776, Qt.y = 0.000000, R.y = 16.927776, Rt.y = 0.000000, S.y = 16.927776, St.y = 0.000000
P.y = 16.898983, Pt.y = 0.000000, Q.y = 16.898983, Qt.y = 0.000000, R.y = 16.898983, Rt.y = 0.000000, S.y = 16.898983, St.y = 0.000000
P.y = 16.870056, Pt.y = 0.000000, Q.y = 16.870056, Qt.y = 0.000000, R.y = 16.870056, Rt.y = 0.000000, S.y = 16.870056, St.y = 0.000000
P.y = 16.840994, Pt.y = 0.000000, Q.y = 16.840994, Qt.y = 0.000000, R.y = 16.840994, Rt.y = 0.000000, S.y = 16.840994, St.y = 0.000000
P.y = 16.811798, Pt.y = 0.000000, Q.y = 16.811798, Qt.y = 0.000000, R.y = 16.811798, Rt.y = 0.000000, S.y = 16.811798, St.y = 0.000000
P.y = 16.782467, Pt.y = 0.000000, Q.y = 16.782467, Qt.y = 0.000000, R.y = 16.782467, Rt.y = 0.000000, S.y = 16.782467, St.y = 0.000000
P.y = 16.753002, Pt.y = 0.000000, Q.y = 16.753002, Qt.y = 0.000000, R.y = 16.753002, Rt.y = 0.000000, S.y = 16.753002, St.y = 0.000000
P.y = 16.723724, Pt.y = 0.000000, Q.y = 16.723724, Qt.y = 0.000000, R.y = 16.723724, Rt.y = 0.000000, S.y = 16.723724, St.y = 0.000000
P.y = 16.694315, Pt.y = 0.000000, Q.y = 16.694315, Qt.y = 0.000000, R.y = 16.694315, Rt.y = 0.000000, S.y = 16.694315, St.y = 0.000000
P.y = 16.664774, Pt.y = 0.000000, Q.y = 16.664774, Qt.y = 0.000000, R.y = 16.664774, Rt.y = 0.000000, S.y = 16.664774, St.y = 0.000000
P.y = 16.635101, Pt.y = 0.000000, Q.y = 16.635101, Qt.y = 0.000000, R.y = 16.635101, Rt.y = 0.000000, S.y = 16.635101, St.y = 0.000000
P.y = 16.605297, Pt.y = 0.000000, Q.y = 16.605297, Qt.y = 0.000000, R.y = 16.605297, Rt.y = 0.000000, S.y = 16.605297, St.y = 0.000000
P.y = 16.575361, Pt.y = 0.000000, Q.y = 16.575361, Qt.y = 0.000000, R.y = 16.575361, Rt.y = 0.000000, S.y = 16.575361, St.y = 0.000000
P.y = 16.545294, Pt.y = 0.000000, Q.y = 16.545294, Qt.y = 0.000000, R.y = 16.545294, Rt.y = 0.000000, S.y = 16.545294, St.y = 0.000000
P.y = 16.515095, Pt.y = 0.000000, Q.y = 16.515095, Qt.y = 0.000000, R.y = 16.515095, Rt.y = 0.000000, S.y = 16.515095, St.y = 0.000000
P.y = 16.484764, Pt.y = 0.000000, Q.y = 16.484764, Qt.y = 0.000000, R.y = 16.484764, Rt.y = 0.000000, S.y = 16.484764, St.y = 0.000000
P.y = 16.454304, Pt.y = 0.000000, Q.y = 16.454304, Qt.y = 0.000000, R.y = 16.454304, Rt.y = 0.000000, S.y = 16.454304, St.y = 0.000000
P.y = 16.423712, Pt.y = 0.000000, Q.y = 16.423712, Qt.y = 0.000000, R.y = 16.423712, Rt.y = 0.000000, S.y = 16.423712, St.y = 0.000000
P.y = 16.392988, Pt.y = 0.000000, Q.y = 16.392988, Qt.y = 0.000000, R.y = 16.392988, Rt.y = 0.000000, S.y = 16.392988, St.y = 0.000000
P.y = 16.362133, Pt.y = 0.000000, Q.y = 16.362133, Qt.y = 0.000000, R.y = 16.362133, Rt.y = 0.000000, S.y = 16.362133, St.y = 0.000000
P.y = 16.331146, Pt.y = 0.000000, Q.y = 16.331146, Qt.y = 0.000000, R.y = 16.331146, Rt.y = 0.000000, S.y = 16.331146, St.y = 0.000000
P.y = 16.300028, Pt.y = 0.000000, Q.y = 16.300028, Qt.y = 0.000000, R.y = 16.300028, Rt.y = 0.000000, S.y = 16.300028, St.y = 0.000000
P.y = 16.268778, Pt.y = 0.000000, Q.y = 16.268778, Qt.y = 0.000000, R.y = 16.268778, Rt.y = 0.000000, S.y = 16.268778, St.y = 0.000000
P.y = 16.237396, Pt.y = 0.000000, Q.y = 16.237396, Qt.y = 0.000000, R.y = 16.237396, Rt.y = 0.000000, S.y = 16.237396, St.y = 0.000000
P.y = 16.205883, Pt.y = 0.000000, Q.y = 16.205883, Qt.y = 0.000000, R.y = 16.205883, Rt.y = 0.000000, S.y = 16.205883, St.y = 0.000000
P.y = 16.174240, Pt.y = 0.000000, Q.y = 16.174240, Qt.y = 0.000000, R.y = 16.174240, Rt.y = 0.000000, S.y = 16.174240, St.y = 0.000000
P.y = 16.142466, Pt.y = 0.000000, Q.y = 16.142466, Qt.y = 0.000000, R.y = 16.142466, Rt.y = 0.000000, S.y = 16.142466, St.y = 0.000000
P.y = 16.110559, Pt.y = 0.000000, Q.y = 16.110559, Qt.y = 0.000000, R.y = 16.110559, Rt.y = 0.000000, S.y = 16.110559, St.y = 0.000000
P.y = 16.078522, Pt.y = 0.000000, Q.y = 16.078522, Qt.y = 0.000000, R.y = 16.078522, Rt.y = 0.000000, S.y = 16.078522, St.y = 0.000000
P.y = 16.046352, Pt.y = 0.000000, Q.y = 16.046352, Qt.y = 0.000000, R.y = 16.046352, Rt.y = 0.000000, S.y = 16.046352, St.y = 0.000000
P.y = 16.014051, Pt.y = 0.000000, Q.y = 16.014051, Qt.y = 0.000000, R.y = 16.014051, Rt.y = 0.000000, S.y = 16.014051, St.y = 0.000000
P.y = 15.981618, Pt.y = 0.000000, Q.y = 15.981618, Qt.y = 0.000000, R.y = 15.981618, Rt.y = 0.000000, S.y = 15.981618, St.y = 0.000000
P.y = 15.949054, Pt.y = 0.000000, Q.y = 15.949054, Qt.y = 0.000000, R.y = 15.949054, Rt.y = 0.000000, S.y = 15.949054, St.y = 0.000000
P.y = 15.916358, Pt.y = 0.000000, Q.y = 15.916358, Qt.y = 0.000000, R.y = 15.916358, Rt.y = 0.000000, S.y = 15.916358, St.y = 0.000000
P.y = 15.883531, Pt.y = 0.000000, Q.y = 15.883531, Qt.y = 0.000000, R.y = 15.883531, Rt.y = 0.000000, S.y = 15.883531, St.y = 0.000000
P.y = 15.850574, Pt.y = 0.000000, Q.y = 15.850574, Qt.y = 0.000000, R.y = 15.850574, Rt.y = 0.000000, S.y = 15.850574, St.y = 0.000000
P.y = 15.817485, Pt.y = 0.000000, Q.y = 15.817485, Qt.y = 0.000000, R.y = 15.817485, Rt.y = 0.000000, S.y = 15.817485, St.y = 0.000000
P.y = 15.784265, Pt.y = 0.000000, Q.y = 15.784265, Qt.y = 0.000000, R.y = 15.784265, Rt.y = 0.000000, S.y = 15.784265, St.y = 0.000000
P.y = 15.750913, Pt.y = 0.000000, Q.y = 15.750913, Qt.y = 0.000000, R.y = 15.750913, Rt.y = 0.000000, S.y = 15.750913, St.y = 0.000000
P.y = 15.717429, Pt.y = 0.000000, Q.y = 15.717429, Qt.y = 0.000000, R.y = 15.717429, Rt.y = 0.000000, S.y = 15.717429, St.y = 0.000000
P.y = 15.683814, Pt.y = 0.000000, Q.y = 15.683814, Qt.y = 0.000000, R.y = 15.683814, Rt.y = 0.000000, S.y = 15.683814, St.y = 0.000000
P.y = 15.650067, Pt.y = 0.000000, Q.y = 15.650067, Qt.y = 0.000000, R.y = 15.650067, Rt.y = 0.000000, S.y = 15.650067, St.y = 0.000000
P.y = 15.616189, Pt.y = 0.000000, Q.y = 15.616189, Qt.y = 0.000000, R.y = 15.616189, Rt.y = 0.000000, S.y = 15.616189, St.y = 0.000000
P.y = 15.582179, Pt.y = 0.000000, Q.y = 15.582179, Qt.y = 0.000000, R.y = 15.582179, Rt.y = 0.000000, S.y = 15.582179, St.y = 0.000000
P.y = 15.548038, Pt.y = 0.000000, Q.y = 15.548038, Qt.y = 0.000000, R.y = 15.548038, Rt.y = 0.000000, S.y = 15.548038, St.y = 0.000000
P.y = 15.513766, Pt.y = 0.000000, Q.y = 15.513766, Qt.y = 0.000000, R.y = 15.513766, Rt.y = 0.000000, S.y = 15.513766, St.y = 0.000000
P.y = 15.479363, Pt.y = 0.000000, Q.y = 15.479363, Qt.y = 0.000000, R.y = 15.479363, Rt.y = 0.000000, S.y = 15.479363, St.y = 0.000000
P.y = 15.444829, Pt.y = 0.000000, Q.y = 15.444829, Qt.y = 0.000000, R.y = 15.444829, Rt.y = 0.000000, S.y = 15.444829, St.y = 0.000000
P.y = 15.410163, Pt.y = 0.000000, Q.y = 15.410163, Qt.y = 0.000000, R.y = 15.410163, Rt.y = 0.000000, S.y = 15.410163, St.y = 0.000000
P.y = 15.375365, Pt.y = 0.000000, Q.y = 15.375365, Qt.y = 0.000000, R.y = 15.375365, Rt.y = 0.000000, S.y = 15.375365, St.y = 0.000000
P.y = 15.340436, Pt.y = 0.000000, Q.y = 15.340436, Qt.y = 0.000000, R.y = 15.340436, Rt.y = 0.000000, S.y = 15.340436, St.y = 0.000000
P.y = 15.305375, Pt.y = 0.000000, Q.y = 15.305375, Qt.y = 0.000000, R.y = 15.305375, Rt.y = 0.000000, S.y = 15.305375, St.y = 0.000000
P.y = 15.270183, Pt.y = 0.000000, Q.y = 15.270183, Qt.y = 0.000000, R.y = 15.270183, Rt.y = 0.000000, S.y = 15.270183, St.y = 0.000000
P.y = 15.234859, Pt.y = 0.000000, Q.y = 15.234859, Qt.y = 0.000000, R.y = 15.234859, Rt.y = 0.000000, S.y = 15.234859, St.y = 0.000000
P.y = 15.199404, Pt.y = 0.000000, Q.y = 15.199404, Qt.y = 0.000000, R.y = 15.199404, Rt.y = 0.000000, S.y = 15.199404, St.y = 0.000000
P.y = 15.163817, Pt.y = 0.000000, Q.y = 15.163817, Qt.y = 0.000000, R.y = 15.163817, Rt.y = 0.000000, S.y = 15.163817, St.y = 0.000000
P.y = 15.128099, Pt.y = 0.000000, Q.y = 15.128099, Qt.y = 0.000000, R.y = 15.128099, Rt.y = 0.000000, S.y = 15.128099, St.y = 0.000000
P.y = 15.092054, Pt.y = 0.000000, Q.y = 15.092054, Qt.y = 0.000000, R.y = 15.092054, Rt.y = 0.000000, S.y = 15.092054, St.y = 0.000000
P.y = 15.055876, Pt.y = 0.000000, Q.y = 15.055876, Qt.y = 0.000000, R.y = 15.055876, Rt.y = 0.000000, S.y = 15.055876, St.y = 0.000000
P.y = 15.019565, Pt.y = 0.000000, Q.y = 15.019565, Qt.y = 0.000000, R.y = 15.019565, Rt.y = 0.000000, S.y = 15.019565, St.y = 0.000000
P.y = 14.983121, Pt.y = 0.000000, Q.y = 14.983121, Qt.y = 0.000000, R.y = 14.983121, Rt.y = 0.000000, S.y = 14.983121, St.y = 0.000000
P.y = 14.946545, Pt.y = 0.000000, Q.y = 14.946545, Qt.y = 0.000000, R.y = 14.946545, Rt.y = 0.000000, S.y = 14.946545, St.y = 0.000000
P.y = 14.909835, Pt.y = 0.000000, Q.y = 14.909835, Qt.y = 0.000000, R.y = 14.909835, Rt.y = 0.000000, S.y = 14.909835, St.y = 0.000000
P.y = 14.872993, Pt.y = 0.000000, Q.y = 14.872993, Qt.y = 0.000000, R.y = 14.872993, Rt.y = 0.000000, S.y = 14.872993, St.y = 0.000000
P.y = 14.836018, Pt.y = 0.000000, Q.y = 14.836018, Qt.y = 0.000000, R.y = 14.836018, Rt.y = 0.000000, S.y = 14.836018, St.y = 0.000000
P.y = 14.798909, Pt.y = 0.000000, Q.y = 14.798909, Qt.y = 0.000000, R.y = 14.798909, Rt.y = 0.000000, S.y = 14.798909, St.y = 0.000000
P.y = 14.761668, Pt.y = 0.000000, Q.y = 14.761668, Qt.y = 0.000000, R.y = 14.761668, Rt.y = 0.000000, S.y = 14.761668, St.y = 0.000000
P.y = 14.724295, Pt.y = 0.000000, Q.y = 14.724295, Qt.y = 0.000000, R.y = 14.724295, Rt.y = 0.000000, S.y = 14.724295, St.y = 0.000000
P.y = 14.686788, Pt.y = 0.000000, Q.y = 14.686788, Qt.y = 0.000000, R.y = 14.686788, Rt.y = 0.000000, S.y = 14.686788, St.y = 0.000000
P.y = 14.649148, Pt.y = 0.000000, Q.y = 14.649148, Qt.y = 0.000000, R.y = 14.649148, Rt.y = 0.000000, S.y = 14.649148, St.y = 0.000000
P.y = 14.611376, Pt.y = 0.000000, Q.y = 14.611376, Qt.y = 0.000000, R.y = 14.611376, Rt.y = 0.000000, S.y = 14.611376, St.y = 0.000000
P.y = 14.573471, Pt.y = 0.000000, Q.y = 14.573471, Qt.y = 0.000000, R.y = 14.573471, Rt.y = 0.000000, S.y = 14.573471, St.y = 0.000000
P.y = 14.535433, Pt.y = 0.000000, Q.y = 14.535433, Qt.y = 0.000000, R.y = 14.535433, Rt.y = 0.000000, S.y = 14.535433, St.y = 0.000000
P.y = 14.497262, Pt.y = 0.000000, Q.y = 14.497262, Qt.y = 0.000000, R.y = 14.497262, Rt.y = 0.000000, S.y = 14.497262, St.y = 0.000000
P.y = 14.458959, Pt.y = 0.000000, Q.y = 14.458959, Qt.y = 0.000000, R.y = 14.458959, Rt.y = 0.000000, S.y = 14.458959, St.y = 0.000000
P.y = 14.420522, Pt.y = 0.000000, Q.y = 14.420522, Qt.y = 0.000000, R.y = 14.420522, Rt.y = 0.000000, S.y = 14.420522, St.y = 0.000000
P.y = 14.381952, Pt.y = 0.000000, Q.y = 14.381952, Qt.y = 0.000000, R.y = 14.381952, Rt.y = 0.000000, S.y = 14.381952, St.y = 0.000000
P.y = 14.343250, Pt.y = 0.000000, Q.y = 14.343250, Qt.y = 0.000000, R.y = 14.343250, Rt.y = 0.000000, S.y = 14.343250, St.y = 0.000000
P.y = 14.304415, Pt.y = 0.000000, Q.y = 14.304415, Qt.y = 0.000000, R.y = 14.304415, Rt.y = 0.000000, S.y = 14.304415, St.y = 0.000000
P.y = 14.265447, Pt.y = 0.000000, Q.y = 14.265447, Qt.y = 0.000000, R.y = 14.265447, Rt.y = 0.000000, S.y = 14.265447, St.y = 0.000000
P.y = 14.226346, Pt.y = 0.000000, Q.y = 14.226346, Qt.y = 0.000000, R.y = 14.226346, Rt.y = 0.000000, S.y = 14.226346, St.y = 0.000000
P.y = 14.187113, Pt.y = 0.000000, Q.y = 14.187113, Qt.y = 0.000000, R.y = 14.187113, Rt.y = 0.000000, S.y = 14.187113, St.y = 0.000000
P.y = 14.147746, Pt.y = 0.000000, Q.y = 14.147746, Qt.y = 0.000000, R.y = 14.147746, Rt.y = 0.000000, S.y = 14.147746, St.y = 0.000000
P.y = 14.108247, Pt.y = 0.000000, Q.y = 14.108247, Qt.y = 0.000000, R.y = 14.108247, Rt.y = 0.000000, S.y = 14.108247, St.y = 0.000000
P.y = 14.068615, Pt.y = 0.000000, Q.y = 14.068615, Qt.y = 0.000000, R.y = 14.068615, Rt.y = 0.000000, S.y = 14.068615, St.y = 0.000000
P.y = 14.028850, Pt.y = 0.000000, Q.y = 14.028850, Qt.y = 0.000000, R.y = 14.028850, Rt.y = 0.000000, S.y = 14.028850, St.y = 0.000000
P.y = 13.988952, Pt.y = 0.000000, Q.y = 13.988952, Qt.y = 0.000000, R.y = 13.988952, Rt.y = 0.000000, S.y = 13.988952, St.y = 0.000000
P.y = 13.948921, Pt.y = 0.000000, Q.y = 13.948921, Qt.y = 0.000000, R.y = 13.948921, Rt.y = 0.000000, S.y = 13.948921, St.y = 0.000000
P.y = 13.908757, Pt.y = 0.000000, Q.y = 13.908757, Qt.y = 0.000000, R.y = 13.908757, Rt.y = 0.000000, S.y = 13.908757, St.y = 0.000000
P.y = 13.868461, Pt.y = 0.000000, Q.y = 13.868461, Qt.y = 0.000000, R.y = 13.868461, Rt.y = 0.000000, S.y = 13.868461, St.y = 0.000000
P.y = 13.828032, Pt.y = 0.000000, Q.y = 13.828032, Qt.y = 0.000000, R.y = 13.828032, Rt.y = 0.000000, S.y = 13.828032, St.y = 0.000000
P.y = 13.787469, Pt.y = 0.000000, Q.y = 13.787469, Qt.y = 0.000000, R.y = 13.787469, Rt.y = 0.000000, S.y = 13.787469, St.y = 0.000000
P.y = 13.746774, Pt.y = 0.000000, Q.y = 13.746774, Qt.y = 0.000000, R.y = 13.746774, Rt.y = 0.000000, S.y = 13.746774, St.y = 0.000000
P.y = 13.705946, Pt.y = 0.000000, Q.y = 13.705946, Qt.y = 0.000000, R.y = 13.705946, Rt.y = 0.000000, S.y = 13.705946, St.y = 0.000000
P.y = 13.664986, Pt.y = 0.000000, Q.y = 13.664986, Qt.y = 0.000000, R.y = 13.664986, Rt.y = 0.000000, S.y = 13.664986, St.y = 0.000000
P.y = 13.623892, Pt.y = 0.000000, Q.y = 13.623892, Qt.y = 0.000000, R.y = 13.623892, Rt.y = 0.000000, S.y = 13.623892, St.y = 0.000000
P.y = 13.582665, Pt.y = 0.000000, Q.y = 13.582665, Qt.y = 0.000000, R.y = 13.582665, Rt.y = 0.000000, S.y = 13.582665, St.y = 0.000000
P.y = 13.541306, Pt.y = 0.000000, Q.y = 13.541306, Qt.y = 0.000000, R.y = 13.541306, Rt.y = 0.000000, S.y = 13.541306, St.y = 0.000000
P.y = 13.499814, Pt.y = 0.000000, Q.y = 13.499814, Qt.y = 0.000000, R.y = 13.499814, Rt.y = 0.000000, S.y = 13.499814, St.y = 0.000000
P.y = 13.458189, Pt.y = 0.000000, Q.y = 13.458189, Qt.y = 0.000000, R.y = 13.458189, Rt.y = 0.000000, S.y = 13.458189, St.y = 0.000000
P.y = 13.416431, Pt.y = 0.000000, Q.y = 13.416431, Qt.y = 0.000000, R.y = 13.416431, Rt.y = 0.000000, S.y = 13.416431, St.y = 0.000000
P.y = 13.374540, Pt.y = 0.000000, Q.y = 13.374540, Qt.y = 0.000000, R.y = 13.374540, Rt.y = 0.000000, S.y = 13.374540, St.y = 0.000000
P.y = 13.332517, Pt.y = 0.000000, Q.y = 13.332517, Qt.y = 0.000000, R.y = 13.332517, Rt.y = 0.000000, S.y = 13.332517, St.y = 0.000000
P.y = 13.290360, Pt.y = 0.000000, Q.y = 13.290360, Qt.y = 0.000000, R.y = 13.290360, Rt.y = 0.000000, S.y = 13.290360, St.y = 0.000000
P.y = 13.248072, Pt.y = 0.000000, Q.y = 13.248072, Qt.y = 0.000000, R.y = 13.248072, Rt.y = 0.000000, S.y = 13.248072, St.y = 0.000000
P.y = 13.205649, Pt.y = 0.000000, Q.y = 13.205649, Qt.y = 0.000000, R.y = 13.205649, Rt.y = 0.000000, S.y = 13.205649, St.y = 0.000000
P.y = 13.163095, Pt.y = 0.000000, Q.y = 13.163095, Qt.y = 0.000000, R.y = 13.163095, Rt.y = 0.000000, S.y = 13.163095, St.y = 0.000000
P.y = 13.118083, Pt.y = 0.000000, Q.y = 13.118083, Qt.y = 0.000000, R.y = 13.118083, Rt.y = 0.000000, S.y = 13.118083, St.y = 0.000000
P.y = 13.072924, Pt.y = 0.000000, Q.y = 13.072924, Qt.y = 0.000000, R.y = 13.072924, Rt.y = 0.000000, S.y = 13.072924, St.y = 0.000000
P.y = 13.027617, Pt.y = 0.000000, Q.y = 13.027617, Qt.y = 0.000000, R.y = 13.027617, Rt.y = 0.000000, S.y = 13.027617, St.y = 0.000000
P.y = 12.982162, Pt.y = 0.000000, Q.y = 12.982162, Qt.y = 0.000000, R.y = 12.982162, Rt.y = 0.000000, S.y = 12.982162, St.y = 0.000000
P.y = 12.936560, Pt.y = 0.000000, Q.y = 12.936560, Qt.y = 0.000000, R.y = 12.936560, Rt.y = 0.000000, S.y = 12.936560, St.y = 0.000000
P.y = 12.890810, Pt.y = 0.000000, Q.y = 12.890810, Qt.y = 0.000000, R.y = 12.890810, Rt.y = 0.000000, S.y = 12.890810, St.y = 0.000000
P.y = 12.844913, Pt.y = 0.000000, Q.y = 12.844913, Qt.y = 0.000000, R.y = 12.844913, Rt.y = 0.000000, S.y = 12.844913, St.y = 0.000000
P.y = 12.798867, Pt.y = 0.000000, Q.y = 12.798867, Qt.y = 0.000000, R.y = 12.798867, Rt.y = 0.000000, S.y = 12.798867, St.y = 0.000000
P.y = 12.752674, Pt.y = 0.000000, Q.y = 12.752674, Qt.y = 0.000000, R.y = 12.752674, Rt.y = 0.000000, S.y = 12.752674, St.y = 0.000000
P.y = 12.706333, Pt.y = 0.000000, Q.y = 12.706333, Qt.y = 0.000000, R.y = 12.706333, Rt.y = 0.000000, S.y = 12.706333, St.y = 0.000000
P.y = 12.659844, Pt.y = 0.000000, Q.y = 12.659844, Qt.y = 0.000000, R.y = 12.659844, Rt.y = 0.000000, S.y = 12.659844, St.y = 0.000000
P.y = 12.613209, Pt.y = 0.000000, Q.y = 12.613209, Qt.y = 0.000000, R.y = 12.613209, Rt.y = 0.000000, S.y = 12.613209, St.y = 0.000000
P.y = 12.566425, Pt.y = 0.000000, Q.y = 12.566425, Qt.y = 0.000000, R.y = 12.566425, Rt.y = 0.000000, S.y = 12.566425, St.y = 0.000000
P.y = 12.519494, Pt.y = 0.000000, Q.y = 12.519494, Qt.y = 0.000000, R.y = 12.519494, Rt.y = 0.000000, S.y = 12.519494, St.y = 0.000000
P.y = 12.472415, Pt.y = 0.000000, Q.y = 12.472415, Qt.y = 0.000000, R.y = 12.472415, Rt.y = 0.000000, S.y = 12.472415, St.y = 0.000000
P.y = 12.425188, Pt.y = 0.000000, Q.y = 12.425188, Qt.y = 0.000000, R.y = 12.425188, Rt.y = 0.000000, S.y = 12.425188, St.y = 0.000000
P.y = 12.377813, Pt.y = 0.000000, Q.y = 12.377813, Qt.y = 0.000000, R.y = 12.377813, Rt.y = 0.000000, S.y = 12.377813, St.y = 0.000000
